<<<<<<< HEAD
3,금성,,예전에 네가 위성 이야기를 꺼낸 적이 있었지?,
3,금성,,나한테도 위성이 있었어. 이미 사라진 지 년 단위로도 세기 어려운 시간만큼 지났지만.,
3,금성,,의지할 곳이 나밖에 없어 늘 나를 찾던 어린 위성이었어.,
3,금성,,그런 애한테 나는 태양계 가족과 있을 때 느꼈던 애정과는 뭔가 다른 걸 느꼈지.,
3,금성,,의지할 존재가 나밖에 없는 어린애를 어떻게 외면하겠어?,
3,금성,,서툰 발음으로 금성 님이라 부를 때마다 편히 대해도 된다고 말해주고.,
3,금성,,혹시나 내가 기분이 상하지는 않았을까 불안해하는 아이를.,
3,금성,,자식을 키운다면 이런 기분일지도.,
3,금성,,꽤 오랜 시간을 그 애와 같이 보냈어. 하지만 그중에도 절대 잊지 못할 순간이 있었지.,
3,금성,,여느 때처럼 위성이랑 같이 먹을 간식을 들고 찾아간 날이었어.,
3,금성,,근데 그날따라 애가 뭔가 말하고 싶어 하는 게 눈에 보이더라고.,
3,금성,,내가 기다리다가 결국 재촉까지 해버렸지 뭐야.,
3,금성,,그 날 처음으로 그 애는 날 언니라고 불렀어.,
3,금성,,아직도 그 순간이 잊히지 않아. 말투나 표정도. 내가 느꼈던 기쁨도.,
3,금성,,정말 잊히지 않는 기억이야.,
3,금성,,……,
3,금성,,"네가 처음 날 언니라고 불렀을 때, 아무렇지 않게 행동했지만 사실 눈물이 나올 뻔했어.",
3,금성,,너한테서 그 애가 보였으니까.,
3,금성,,"난 아직도 벗어나지 못하고 있구나, 그렇게 생각했지.",
3,금성,,미안. 더 이야기해주고 싶은데 말하다 눈물이 나올 것 같아.,
3,*,Select,(손을 잡아준다.)|(가만히 바라본다.),4|5
4,금성,,……,
4,금성,,고마워.,
4,*,Next,,6
5,금성,,위로해주고 싶은 표정이네.,
5,금성,,걱정하지 마. 예전 일이니까.,
5,*,Next,,6
6,금성,,오늘은 가봐야 할 것 같아.,
6,금성,,다음에 왔을 땐 꼭 끝까지 이야기해줄게. 기다려줘.,
>>>>>>> 4eef7f39d9713b251e8752793392476af5baaf31
